"","X1","X2","X3","X4","X5","X6","X7","X8","X9","year"
"1","","","Athlete","","Mark","ST","Team","Date","Meet",2014
"2","1.","11","Alexa Efraimson","","4:33.29PR","WA","Camas","May 31","4A, 3A & 2A State Championships",2014
"3","2.","12","Anna Maxwell","","4:42.14PR","CA","San Lorenzo Valley","May 10","SCCAL Championship Finals at Aptos",2014
"4","3.","12","Bethan Knights","","4:42.29PR","CA","Northwood","May 24","CIF-SS Division 3 Finals",2014
"5","4.","12","Sarah Robinson","","4:44.07PR","CA","Henry M. Gunn","May 30","CCS Finals",2014
"6","5.","10","Taylor Werner","","4:44.26PR","MO","Ste. Genevieve","May 30","MSHSAA Class 3 State Championships",2014
"7","6.","12","Haley Dorris","","4:44.60PR","CA","Great Oak","May 30","CIF-SS Masters Meet",2014
"8","7.","12","Caroline Alcorta","","4:44.82PR","VA","West Springfield","May 29","VHSL Group 6A North Region Championship",2014
"9","8.","12","Sarah Feeny","","4:45.13PR","UT","Ogden","May 17","UHSAA 4A State Championship",2014
"10","9.","11","Brianna Schwartz","","4:45.19PR","PA","Shaler Area","May 15","PIAA District 7 AAA Championships",2014
"11","10.","10","Destiny Collins","","4:45.26","CA","Great Oak","May 30","CIF-SS Masters Meet",2014
"12","11.","12","Amelia Paladino","","4:45.34PR","WV","University","Apr 24","Penn Relays",2014
"13","12.","12","Rachel Coleman","","4:45.76PR","MI","Northville","May 31","MHSAA LP Division 1 Finals",2014
"14","13.","11","Hannah Long","","4:45.84","MO","Eureka","Mar 29","Festus Early Bird Meet",2014
"15","14.","9","Briana Gess","","4:45.97PR","NJ","Haddonfield Memorial","Jun 04","NJSIAA Meet of Champions",2014
"16","","11","Audrey Belf","","4:45.97","MI","Birmingham Seaholm","May 23","Oakland County Championship",2014
"17","16.","12","Kennedy Weisner","","4:45.99PR","PA","Elk County Catholic","May 23","PIAA State Championships",2014
"18","17.","10","Amanda Gehrich","","4:46.53","CA","Tesoro","May 30","CIF-SS Masters Meet",2014
"19","18.","11","Devin Clark","","4:46.99","TX","Comal Smithson Valley","Apr 26","UIL 5A Region IV - Finals",2014
"20","19.","12","Josette Norris","","4:47.01PR","NJ","Tenafly","May 31","NJSIAA Group 3 Championships",2014
"21","20.","10","Madeleine Davison","","4:47.06PR","PA","North Allegheny","May 23","PIAA State Championships",2014
"22","21.","10","Danae Rivers","","4:47.45PR","CT","Wilbur Cross","Jun 09","CIAC State Open Championship",2014
"23","22.","10","Hannah Debalsi","","4:47.50PR","CT","Staples","Jun 09","CIAC State Open Championship",2014
"24","23.","12","Elise Cranny","","4:47.54PR","CO","Niwot","May 17","CHSAA 4A State Championships",2014
"25","24.","12","Claire Howlett","","4:48.19PR","CT","Westhill (CT)","May 27","FCIAC Outdoor TF Championship",2014
"26","25.","12","Ashley Helbig","","4:48.25PR","CA","Great Oak","May 30","CIF-SS Masters Meet",2014
"27","26.","12","Megan Beauchene","","4:48.42","WA","Kamiakin","May 31","4A, 3A & 2A State Championships",2014
"28","27.","12","Jordann McDermitt","","4:48.43PR","MI","Davison","May 31","MHSAA LP Division 1 Finals",2014
"29","28.","12","Kylene Cochrane","","4:48.48PR","NJ","West Morris Central","May 31","NJSIAA Group 3 Championships",2014
"30","29.","11","Danielle Jones","","4:48.73","AZ","Desert Vista","May 07","2014 Division I State Meet",2014
"31","30.","11","Catherine Pagano","","4:48.82PR","NJ","Northern Highlands","May 10","Bergen County Championship",2014
"32","31.","12","Megan Huebner","","4:48.83PR","CA","La Quinta (La Quinta)","May 30","CIF-SS Masters Meet",2014
"33","32.","10","Katie Rainsberger","","4:48.84","CO","Air Academy","May 17","CHSAA 4A State Championships",2014
"34","33.","12","Morgan Szekely","","4:48.88PR","TX","New Braunfels","Apr 26","UIL 5A Region IV - Finals",2014
"35","34.","10","Ciara Roche","","4:48.99","NJ","Freehold Township","Jun 04","NJSIAA Meet of Champions",2014
"36","35.","12","Chrissy Bendzinski","","4:49.26PR","CT","RHAM","Jun 09","CIAC State Open Championship",2014
"37","36.","12","Jamie Kempfer","","4:49.27PR","MO","Festus","May 30","MSHSAA Class 3 State Championships",2014
"38","37.","12","Cate Allen","","4:49.33PR","CT","Fairfield Warde","Jun 09","CIAC State Open Championship",2014
"39","38.","12","Rachel Barrett","","4:49.38PR","MI","Highland-Milford","May 31","MHSAA LP Division 1 Finals",2014
"40","39.","12","Rose Christen","","4:49.43PR","WA","Central Kitsap","May 31","4A, 3A & 2A State Championships",2014
"41","40.","11","Allie Ostrander","","4:49.47","AK","Kenai Central","May 24","ASAA 4A State Championships",2014
"42","41.","11","Sammy Bockoven","","4:49.53PR","OH","Cuyahoga Valley Chrst Acad","Jun 07","OHSAA Division 2 State Championship Day 2",2014
"43","42.","11","Marin Warner","","4:49.88PR","NJ","Holmdel","Jun 04","NJSIAA Meet of Champions",2014
"44","43.","12","Emma Abrahamson","","4:50.02PR","CA","La Costa Canyon","May 31","CIF San Diego Section Finals",2014
"45","44.","10","Kelsey Potts","","4:50.13PR","PA","Mt Lebanon","May 23","PIAA State Championships",2014
"46","45.","10","Aaliyah Miller","","4:50.17PR","TX","McKinney Boyd","Mar 29","87th Clyde Littlefield Texas Relays",2014
"47","46.","11","Makena Morley","","4:50.19PR","MT","Bigfork","May 23","Western C and B Divisional",2014
"48","47.","12","Maddie McLellan","","4:50.70PR","TX","Conroe The Woodlands","Apr 09","UIL 5A District 14 T&F Championships",2014
"49","48.","9","Tess Misgen","","4:50.78","MN","Shakopee","Jun 07","MN State A and AA Finals",2014
"50","49.","9","Erin Ripple","","4:50.90PR","WA","Holy Names Academy","May 31","4A, 3A & 2A State Championships",2014
